Facility,N,Overall Missing Percent
2126,1,0.2127659574468085
2129,1,0.2127659574468085
2423,1,0.2127659574468085
2654,1,0.2127659574468085
2655,1,0.2127659574468085
2656,1,0.2127659574468085
2657,1,0.2127659574468085
2659,1,0.2127659574468085
2660,1,0.2127659574468085
2663,1,0.2127659574468085
1596,1,0.2127659574468085
1598,3,0.2127659574468085
2104,1,0.2127659574468085
2667,1,0.2127659574468085
2668,1,0.2127659574468085
2669,1,0.2127659574468085
2670,1,0.2127659574468085
2672,1,0.2127659574468085
2673,1,0.2127659574468085
2677,1,0.2127659574468085
2678,1,0.2127659574468085
2679,1,0.2127659574468085
2681,1,0.2127659574468085
2683,1,0.2127659574468085
2686,1,0.2127659574468085
2688,1,0.2127659574468085
1517,2,0.2127659574468085
1518,3,0.2127659574468085
1533,2,0.2127659574468085
1522,2,0.2127659574468085
1527,2,0.2127659574468085
1497,4,0.2127659574468085
1498,6,0.2127659574468085
1499,5,0.2127659574468085
1500,4,0.2127659574468085
12,1,0.2127659574468085
1505,5,0.2127659574468085
1510,4,0.2127659574468085
1513,1,0.2127659574468085
2690,1,0.2127659574468085
2694,1,0.2127659574468085
2701,1,0.2127659574468085
2703,1,0.2127659574468085
2705,1,0.2127659574468085
2665,1,0.2127659574468085
2729,1,0.2127659574468085
2739,1,0.2127659574468085
3785,1,0.2127659574468085
3787,1,0.2127659574468085
3792,1,0.2127659574468085
3797,1,0.2127659574468085
3803,1,0.2127659574468085
3806,1,0.2127659574468085
3809,1,0.2127659574468085
3810,1,0.2127659574468085
3812,1,0.2127659574468085
3821,1,0.2127659574468085
3829,1,0.2127659574468085
3833,1,0.2127659574468085
3834,1,0.2127659574468085
1519,4,0.2127659574468085
4353,1,0.2127659574468085
4359,1,0.2127659574468085
4360,1,0.2127659574468085
4362,1,0.2127659574468085
4374,1,0.2127659574468085
4376,1,0.2127659574468085
4379,1,0.2127659574468085
90,1,0.2127659574468085
4387,1,0.2127659574468085
4390,1,0.2127659574468085
1481,2,0.2127659574468085
1483,3,0.2127659574468085
1484,2,0.2127659574468085
1487,4,0.2127659574468085
5468,1,0.2127659574468085
2708,1,0.2127659574468085
5284,1,0.2127659574468085
1469,1,0.2127659574468085
1477,1,0.2127659574468085
1466,2,0.2127659574468085
5285,2,0.2127659574468085
5286,1,0.2127659574468085
4396,1,0.2127659574468085
4397,1,0.2127659574468085
4399,1,0.2127659574468085
4400,1,0.2127659574468085
4402,1,0.2127659574468085
4407,1,0.2127659574468085
4413,1,0.2127659574468085
4416,1,0.2127659574468085
457,1,0.2127659574468085
4102,1,0.2127659574468085
619,1,0.2127659574468085
860,1,0.2127659574468085
1010,1,0.2127659574468085
1069,1,0.2127659574468085
1112,1,0.2127659574468085
1113,1,0.2127659574468085
1114,1,0.2127659574468085
438,1,0.2127659574468085
5108,1,0.2127659574468085
5169,1,0.2127659574468085
5242,1,0.2127659574468085
4382,1,0.2127659574468085
5287,1,0.2127659574468085
1419,4,0.2127659574468085
5288,1,0.2127659574468085
1421,4,0.2127659574468085
5282,1,0.2127659574468085
5289,1,0.2127659574468085
5317,1,0.2127659574468085
197,1,0.2127659574468085
236,1,0.2127659574468085
276,1,0.2127659574468085
372,1,0.2127659574468085
390,1,0.2127659574468085
401,1,0.2127659574468085
419,1,0.2127659574468085
128,1,0.2127659574468085
139,1,0.2127659574468085
5424,1,0.2127659574468085
5442,1,0.2127659574468085
5446,1,0.2127659574468085
52,1,0.2127659574468085
5356,1,0.2127659574468085
5503,1,0.2127659574468085
5447,1,0.2127659574468085
11920,1,0.2127659574468085
11990,1,0.2127659574468085
11993,1,0.2127659574468085
11996,1,0.2127659574468085
10,1,0.2127659574468085
11998,1,0.2127659574468085
11999,1,0.2127659574468085
20220,1,0.2127659574468085
1714,1,0.2127659574468085
1733,1,0.2127659574468085
1737,1,0.2127659574468085
1741,1,0.2127659574468085
